utm_x,utm_y
1004.8577708995873,2000.4621587731665
1005.1833926610997,1999.9981357105428
1005.4054976123874,1999.5313444163803
1005.083296859438,1999.3308456180023
1004.7701977832083,1999.756642967562
1004.852341122569,1999.5807384346947
1004.6890679235072,1999.838986132045
1004.3910966361237,1999.7301799676475
1004.2779191255665,1999.8055529812782
1003.9355497587968,1999.9253999605921
1004.1062420595104,2000.2972506914837
1004.1913468160053,2000.164082364824
1004.5523240197033,2000.3665211934576
1004.176185578625,1999.9600748673931
1003.8902050138871,1999.713209143126
1004.1084089266997,1999.8054587340819
1004.5774193276386,1999.949191328922
1004.3332807176855,1999.9334076722273
1004.5440218721608,1999.766906624493
1004.7804178682779,1999.6175525805654
1005.2027047373085,2000.088564085924
1005.3086361485811,2000.5211690650171
1005.4939447216466,2000.0811337759442
1005.2537954402562,2000.0074911233164
1005.6611325875156,2000.1986054540228
1005.3737672705942,2000.3907673078124
1004.9704982806866,1999.9211024066663
1005.0608055295177,2000.177012329514
1004.6021961071508,1999.9048019269878
1004.8316023428727,2000.0500792842583
1005.2767922412413,2000.0791162526793
1004.9088528435037,2000.2493971744054
1004.6024028495871,2000.401349908838
1004.8224926665109,2000.1234479689858
1004.3554333795533,2000.2820017294082
1004.6003964915777,2000.004215986411
1004.564136352213,2000.1710371495144
1004.9760240589284,2000.4638352338286
1005.0744697756829,2000.611586216812
1004.6103842670589,2000.649226493706
1004.4107704503112,2000.2853573410384
1004.1122886522694,2000.2292938562982
1004.2481357256463,2000.5374964359523
1004.0872693305358,2000.1165404171018
1004.1533715712719,2000.0546274580036
1003.6707770502189,2000.337983609196
1003.691009641228,1999.9623278734978
1004.160607855603,1999.7714834354792
1004.163799813669,1999.8471993446008
1004.0448370922882,1999.7687158013798
1004.1530992471114,1999.4535802164683
1004.5142602016125,1999.4949173389855
1004.441902905813,1999.0052373553262
1004.4964536047162,1999.2672877750451
1004.7464295011529,1999.2473303335555
1005.0630299841387,1999.6551661046103
1005.4284278722427,1999.7925517380552
1005.0592741345451,1999.3164641606913
1005.0362293630997,1998.9633210569864
1004.7003941096323,1998.915759953978
1004.96032376595,1999.082634114472
1004.8257687019521,1999.5352203703321
1004.4399125693036,1999.3500111814735
1004.0429243330271,1999.8042082628258
1003.9504813676365,1999.3127505392604
1003.8217210242506,1998.9505561948952
1003.9201579045273,1999.0311757372444
1003.5023890067372,1999.1805493229756
1003.5133997446416,1998.726343289706
1003.1125686180686,1999.1283453252786
1003.1120839925869,1999.2493554058922
1003.4312053974627,1999.0591116221622
1003.692856967617,1999.2983079348337
1003.5361913269815,1999.3614561289457
1003.9921187887448,1999.7616829006824
1003.85582243927,1999.670735686726
1003.6772217648125,1999.200232473416
1003.233305336791,1998.942784313345
1003.6543280427309,1999.1013732319639
1004.0464958343099,1998.8052733185666
1004.5059686445571,1999.0080747140867
1004.9672272725569,1998.5854784242804
1005.3462817381821,1998.5626673527881
1005.5053264566241,1999.0607921335193
1005.2010553393769,1998.9794128546498
1004.8647013393244,1999.2836618819827
1005.2191039404271,1999.0291591925522
1005.1921600325144,1999.2665717520592
1005.0734561187796,1999.5203821636292
1004.9233805704906,1999.9425866606782
1005.0301188262016,1999.8403592503716
1005.2995244192263,2000.0739190005256
1005.4486858475547,2000.0669228118174
1005.151925522257,2000.1406016436033
1004.6705191001782,2000.1766950468536
1004.5080565922664,2000.3900897194628
1004.2196777418008,2000.1134205625706
1003.8024323082482,2000.0783348708658
1004.1379788855991,1999.836689084345
1003.9720700025814,1999.3921756526918
1004.3909555703979,1999.676889611137
1004.7462967920646,1999.5284155139173
1004.4221647426291,1999.2396873684568
1004.5748129754653,1999.4993844695673
1004.8398620108533,1999.6273785421274
1005.1287952618953,1999.153768534605
1005.449642356653,1999.170637676746
1005.1619755417247,1999.5408965450124
1004.8502607378347,1999.2226446558698
1004.7136940643649,1999.0139305315597
1004.3622454156201,1999.3472521068481
1004.8082889356178,1999.2260972088613
1005.144190262852,1999.7041680619636
1004.7444599564527,1999.404226098455
1005.0537685201632,1999.798650815515
1005.3204890415872,1999.304590471407
1004.8811017713942,1998.8135173835972
1005.3494188248683,1998.5953875721518
1005.1400962348168,1998.9783685656441
1005.476703125788,1999.1103908488076
1005.1814680879434,1999.297394514409
1005.2972232475462,1999.4735859447326
1005.0263037859493,1999.8935577169702
1005.3320585099341,2000.0329259168695
1005.5719629501062,2000.1090055310103
1005.189196966853,2000.530925009799
1005.5400806387352,2000.0834381579602
1006.0126805550232,1999.733212675576
1006.2314785402324,1999.5968598196748
1006.2051752368511,1999.8172427792438
1006.6468293637313,1999.9924582212045
1006.9120415082657,2000.3659453363448
1007.2145507021411,2000.7461531748577
1007.3892296461413,2001.142009118074
1007.6083896308315,2000.971882756041
1007.4690835157206,2000.9067053920346
1007.391291390887,2000.5977501599957
1007.0338344140482,2000.5259220333937
1006.9729941418667,2000.3639847329043
1007.4295017220825,2000.1547443653712
1007.4064213623386,1999.6831713546526
1007.0612573807393,1999.3960614158193
1007.3058261329296,1999.7549625251297
1007.1935002334204,1999.9834366588595
1007.0883785458014,1999.5625400016236
1006.8897177370836,1999.9910760604798
1007.1508521189297,1999.9117533107908
1007.2292441856096,2000.2119058804965
1007.27107329117,2000.597396984833
1007.5906373184305,2000.9596587276
1007.9454447737052,2000.7316285351617
1007.9999725535617,2001.083658874899
1007.7066258690891,2001.2008453460112
1008.0093853759986,2001.4913055621732
1008.4521596106406,2001.2890565367927
1008.3497373738783,2001.7198923877684
1008.2381501722664,2001.6703688055286
1007.9506781342891,2002.0037333655973
1007.766302252295,2001.6614303592191
1007.793166745534,2001.934974921753
1007.8944586877026,2001.532632150834
1008.0832449291338,2001.3599096524124
1008.4554692326063,2001.502911286742
1008.8607687278718,2001.610070100463
1008.8680601868322,2001.6346461550309
1008.8838873798031,2001.793590534141
1008.9651296808418,2001.7787042938223
1008.8388098324046,2001.8272106602285
1009.2274068495042,2002.3078354086679
1009.2965331680311,2002.5797615523566
1009.2943364393732,2002.952582099306
1009.4913531459222,2002.5781275184906
1009.9216286533389,2002.9809964536853
1010.2336345248651,2002.8842252810146
1010.2024949374401,2002.3846731332617
1010.1857609824359,2002.0768133833453
1009.9552857120204,2002.2684924771013
1010.3268910576206,2001.8231330585488
1010.1640981548405,2001.8108994640158
1010.4931389806499,2001.7903247879528
1010.379581543287,2001.6905607144358
1010.3449971501946,2001.9832069849779
1010.10848157177,2001.8300830718604
1010.2291784739114,2002.0324743851215
1010.0517846821617,2002.0435211088468
1010.049695571137,2001.9313143076147
1010.2699563267353,2002.2730347837646
1010.7130747364366,2002.2250967330538
1010.6989282578563,2002.2284879517222
1011.1676741371393,2001.8637589662799
1010.8671328055274,2001.7822691879678
1011.0351569118271,2001.5833965424715
1011.1307719588556,2001.636534215891
1011.5173229842444,2001.8607383519156
1011.9583127259285,2002.0125102144664
1011.8659296682341,2002.3486796314612
1012.137322288033,2002.469681566139
1012.5278336478946,2001.9760769705886
1012.9478842634558,2001.5044509004194
1012.4908117649755,2001.5864213815921
1012.2692002075303,2001.5778821467372
1011.7942927131415,2002.0543588747782
1011.9653846134515,2001.822080535965
1011.4733053083047,2002.0641938485812
1011.298681308422,2001.6088151956963
1010.8156310622805,2001.1741021878743
1010.8992538795618,2001.3064256533191
1010.5076780502644,2001.302959884573
1010.1036420089937,2001.464555556163
1009.8404651996565,2001.1053017815827
1009.8650465071404,2001.164928364535
1009.7967892041869,2001.3152945742715
1009.7192275896401,2001.179641301195
1009.9160361141586,2001.2821928951507
1010.1227249618032,2001.5976339592817
1009.9306429924634,2001.4086159484323
1010.0651037517506,2001.383787204418
1010.5492318039283,2001.8430617115457
1010.4144051614461,2001.4013228480069
1010.0320409248718,2001.306239961537
1010.2035505619408,2001.1208273863203
1010.2357207047182,2001.4452980002618
1010.4004639084733,2001.4741495361316
1010.2331655441644,2001.1287486651254
1010.475495436374,2001.3967307751786
1010.6750403205893,2001.80644185004
1010.9401555450462,2001.3346165846267
1011.2263608571196,2001.5575882119763
1010.8924275427398,2001.5985082808277
1010.9133492917831,2002.0668957624039
1011.03532088068,2001.7493403042158
1010.7974045850315,2001.638403227744
1010.9918000654667,2001.2725790870015
1010.9359061537621,2001.6961830184086
1010.7792078833317,2002.0639412538833
1010.6184622488702,2001.8909884501031
1010.1260827833628,2001.5542160516586
1010.2133749214338,2001.7227252434552
1010.2314994303732,2001.2956299466077
1010.602604771903,2001.6296142455508
1010.8701559771504,2001.3467713366456
1011.3470947375025,2001.6648014099133
1011.8159851524293,2001.4977338506876
1012.0956468418112,2001.724210771972
1012.420444267286,2002.045901140876
1012.4867485922358,2001.888007560864
1012.3129563167574,2001.7943075803937
1012.3640722728873,2002.0266361374058
1012.1744472652339,2001.6112941613483
1012.608498799521,2001.1728162958188
1012.9975364981836,2001.199327791833
1012.9628051635847,2001.509491961423
1012.8960877032807,2001.0713870498812
1013.2917389089381,2001.5605396065312
1013.751586823079,2001.2520902474737
1013.9949171649437,2001.6725865240815
1014.0149785732513,2002.0653649364165
1014.3129184135133,2002.2504060948293
1014.078608371401,2002.1742563936539
1014.2079675095667,2002.6019022606868
1013.8124463570136,2003.0242559089008
1014.0416878950883,2002.8599543202552
1014.3051837087419,2003.1194627641676
1014.5878204859719,2002.776076341786
1014.9855624403293,2003.147364286212
1014.6124048399114,2003.5355043966063
1014.3019247650811,2003.6034436795771
1014.2499729874786,2003.6479524244814
1013.9198153592869,2003.4738500403118
1014.0263317353604,2003.6588934879649
1013.7095731380564,2003.2628451209305
1013.7341911093542,2003.071505464242
1014.1089830228162,2002.7646309524964
1014.0214391939543,2002.4906434673412
1013.6885576147813,2002.345734839417
1013.3182164197124,2002.0697064116712
1013.0517921673243,2001.9091806285371
1013.1453605477816,2001.50757786644
1012.8850465022188,2001.3974584838077
1013.2100554626132,2001.847873810342
1012.8683119657164,2001.7479753437915
1013.0496178715612,2002.1282999856398
1012.7058905965354,2001.931115922736
1012.9409455394617,2002.229946311179
1012.8590395825819,2002.6388696652841
1013.1208345994863,2002.990850572006
1012.9947411827765,2003.2429958154657
1012.9376689056386,2002.9286453902994
1012.5029333257706,2002.8774417321715
1012.5468646413914,2002.9799817222483
1012.6264896843888,2003.0124963003466
1012.6657803570835,2003.0000667147133
1013.0184668803481,2002.8187278974588
1013.1016825750601,2002.851096694394
1013.1024811616405,2003.0631551787292
1013.2566441043043,2002.648924894092
1013.557305628557,2002.4835794997489
1013.4641849789201,2002.6789946484444
1013.7096038083298,2002.5864266780309
1013.2862084291261,2002.2358738528853
1013.0233491013184,2001.8856150308707
1012.8208186875667,2002.3138986399824
1012.5385900976238,2002.4492726301949
1012.394414376935,2002.825214109826
1011.9679143329001,2003.2638465755242
1011.7563533566089,2003.5046788571576
1011.8503356626778,2003.3121601991975
1012.301286489417,2003.7801606204903
1012.5060901948227,2003.9132179042565
1012.7197300586137,2004.1379977157665
1013.1391132001877,2004.511402380988
1012.8507747736904,2004.163694028477
1013.0627016063225,2004.0321515337466
1012.9063949558588,2004.1993184430523
1012.8134119180997,2004.6055725462759
1012.7479482388436,2005.0771760530524
1012.6925586229394,2004.8069432211526
1012.4956967486664,2004.4807100444655
1012.9383598923419,2004.3307978305622
1013.4034076650167,2004.6647351181189
1013.7575986965013,2005.082178647749
1013.3726656497124,2005.4135423111734
1013.5536412662896,2005.2992155698812
1013.9694847453717,2005.4433449950582
1014.2918477769575,2005.2873378611023
1014.061143288884,2005.4556302333285
1014.4803244200358,2005.6775056982035
1014.7990635611125,2005.5685799955304
1014.7082877997565,2005.2470952108529
1014.7995631967117,2005.4814908569165
1015.2480983476534,2005.881425007336
1015.1144735462327,2005.3974567073585
1014.7233325995096,2005.8090143258821
1014.9421454065508,2005.3940704900717
1015.0980336496273,2005.468361489451
1015.1083747018365,2005.5223479249482
1015.0826959974999,2005.2199219875024
1015.0404206531915,2005.299337393954
1015.4698245536601,2005.6376911595883
1015.6827119520426,2006.0224067787829
1015.7024506936008,2006.2723197939165
1015.4059981136356,2006.0567652700445
1015.1595790131942,2006.098631672499
1015.2277592607484,2006.3582232329284
1014.9584373226498,2006.0343442768137
1015.3211669638177,2006.2661948628433
1015.4368178702018,2005.955767519787
1014.9853696299368,2005.6317388255122
1014.5203146073541,2005.9537139850981
1014.2034754104523,2005.560331409963
1014.4947411037898,2005.3446909380991
1014.770881153123,2005.123232339029
1015.0156056362058,2005.0963671261961
1014.6440571861476,2005.141553994751
1014.3106575860627,2005.2241605278123
1014.418444509154,2005.486779515636
1014.4114947815243,2005.349591324697
1014.2460593571834,2005.6050241415371
1014.0139678424887,2005.8107724035117
1013.6815805156174,2006.0242225743602
1014.0075679703128,2006.1589466643295
1013.9732544930823,2006.1125667322285
1013.5252170627219,2005.70397756372
1013.6901428977701,2005.362092861477
1013.7738056009733,2005.8234144376804
1014.0067477503169,2005.8410406116186
1013.7438015382046,2006.2888639809848
1013.7069562319816,2006.4033236557334
1013.8300674478038,2006.2655953854824
1013.3776674354252,2006.4793722950535
1013.4653468213068,2006.899151938064
1013.7765051435423,2006.752002909223
1013.6725465275434,2006.5588302104063
1013.5616214608708,2006.5589133081205
1013.3110705235507,2006.1739008250206
1013.6611172784364,2005.7836646309363
1013.3861863576882,2006.2201507311315
1013.3032145340816,2006.2550313888887
1012.8735051318606,2006.6155716554065
1012.7755565063383,2006.5340174698065
1012.3858971536155,2007.0303313917125
1012.6929968143664,2007.176804069665
1012.3075552337413,2006.6948093105993
1012.5732458363766,2006.7625234436164
1012.5408727451434,2007.0715327404891
1012.5505450572779,2006.6420897397443
1012.3390603512006,2006.6012468010038
1011.872909016188,2006.6269371522662
1011.8152591752328,2006.1734203358758
1011.9993891013912,2006.524969531532
1012.1492106321543,2006.2346781794383
1012.1099909109759,2006.5369838269535
1012.0992680856381,2006.0733789961384
1012.2503877720245,2006.2703651845663
1012.6990210696748,2006.6902008502502
1012.4759231249903,2006.4036590592877
1012.5428373772708,2006.8829286458106
1012.6048863340325,2006.6794524368977
1012.458656650686,2006.92285923286
1012.6863050549257,2006.4738371584933
1012.2930250709148,2006.117053630433
1012.3286455906376,2005.75206671647
1011.9855113064682,2005.7613516651008
1011.5254675052453,2005.7884944040707
1011.7875356782923,2005.7859339767692
1011.6729857512203,2006.0510371839669
1011.4488321781425,2006.0914919701045
1011.8297464340587,2006.4585832324974
1011.5966778089165,2006.0598253793514
1012.0731121318346,2005.828587159345
1012.3112164755712,2006.1851186076644
1012.7522362277728,2006.5983087386621
1012.3785773837327,2006.3774179850125
1012.7320156618774,2005.9819480399888
1012.5790966938815,2006.0413381781173
1012.2850623851888,2005.6362712223006
1012.7488164583517,2005.6563557490283
1013.0850204154859,2005.4292769111876
1013.3911580837286,2005.8610670424125
1013.3907272154423,2005.8861940519073
1013.2772173632108,2005.4691347005637
1013.5971491164189,2005.82120593427
1013.2332659192899,2005.5390678490853
1012.9365534597572,2005.6036856823944
1013.2208373516866,2005.859617820715
1012.898511630851,2006.2507613423275
1012.7678846436315,2006.0374395507492
1012.9414256515905,2006.0807549405845
1012.5721471933701,2006.3021691852316
1012.1280945311063,2006.608842310724
1012.6151158066255,2006.9564481795753
1012.8412817995691,2007.305970413896
1012.7400900941342,2007.160843629979
1012.5097991737985,2007.4804160985348
1012.4796243739943,2007.8756382300617
1012.789050921074,2007.5693948037808
1012.496898605913,2007.6269506159338
1012.6151668326067,2007.2474362546254
1012.6602553488921,2007.0334170388512
1012.8264367418725,2007.222450283478
1012.7052248669222,2007.4902061407638
1012.6270080473378,2007.0966503658133
1012.163824617125,2006.7957824386256
1012.0976358406177,2007.0632873366312
1011.9683397610588,2006.6697020886484
1012.3640674422668,2006.5341367601686
1012.6444284232359,2006.9148251972333
1012.5053418570694,2006.594063310639
1012.3451135715992,2006.6406917451163
1012.4671905688115,2006.2606944881588
1012.7061216193011,2005.8102211448956
1013.1688536941801,2006.3041732533495
1012.9654746999513,2006.777578642599
1013.22238067266,2006.492688151105
1013.0017624147242,2006.0261786567708
1012.6368674692578,2006.1884622123562
1012.2048599207308,2006.2301871478817
1012.1459686316751,2006.5460015498272
1012.1940042956707,2006.7591272753557
1011.8550281239825,2007.1489018515772
1011.613239769301,2006.782020311831
1011.3419061945984,2006.5671661717913
1011.4113961153464,2006.9769250091513
1010.9234657370483,2006.5796906866183
1010.6864465033356,2006.9299713935386
1010.9197486841268,2007.1224518369033
1010.8898492186338,2006.8711332242706
1011.0312992443968,2007.238286344741
1010.5743948810967,2006.884767020338
1010.8366016770973,2006.8757556338053
1010.8178651464978,2007.3323269180619
1010.4083824363203,2007.7843276496337
1010.228909509907,2007.970814676954
1010.129317254226,2007.5570285111594
1009.6776273719529,2007.8484550955316
1009.359688067621,2008.1932650352817
1008.9147762817901,2008.4603816883623
1009.2712480416533,2008.9592509019913
1009.6387621236117,2009.1784989671278
1009.1863957723971,2009.1665681521176
1009.4965771689313,2009.1036694192635
1009.9878966230234,2009.091855694433
1010.1813659008136,2008.9342039773849
1010.0323841768582,2008.7240319929763
1010.4077079141467,2008.6745942930381
1010.7455734666837,2008.7792469188182
1010.4286822760873,2008.7374173868793
1010.7192323281408,2009.082569588287
1011.2181275395592,2009.2450692897082
1010.8800740901403,2009.3470895555179
1011.3611663588614,2009.0849603413349
1010.9723717851841,2009.3701105288092
1010.5397971881863,2009.3457043495664
1010.9098663908019,2009.6394794310504
1011.3497066711427,2009.7588928397508
1011.827597830186,2009.6679605847137
1012.2958051091624,2009.2939360291934
1011.8429479875914,2009.6114183862028
1011.5845316951331,2010.0887507186796
1011.7199293870885,2010.4051563869878
1011.4674654127132,2010.7206899604832
1011.5815926878632,2011.163802362619
1011.3455056414276,2011.5830455419928
1011.7279191728148,2011.1437160525102
1012.181250914827,2010.9991039795445
1012.4295832073386,2011.0861679837333
1012.5816895788777,2011.4259235389559
1012.1559902609317,2011.8199067481091
1012.0598912825031,2011.786205988233
1012.0982788009875,2012.1049774795063
1011.9859922117627,2011.6323113385488
1012.3789862446446,2012.0526608137823
1012.2508696386358,2012.4864678341123
1011.8955444132587,2012.3271202211754
1011.5997573757762,2012.3704092356527
1011.6887940626815,2012.8441531225567
1011.7868647757842,2013.2451851895014
1011.7995399389218,2013.3749107851888
1012.2487502154097,2013.8514550093955
1012.0854025534608,2013.525928753219
1012.0867976868515,2013.4548025076908
1012.0506329298247,2013.3011381937836
1012.4332058714185,2013.4082192387698
1012.4269124003719,2013.670407866964
1012.7922316140365,2014.0092125514122
1012.6710657410879,2013.635430298039
1012.8444725696448,2013.9267258609248
1013.0572972954027,2013.942700428991
1013.0811938708686,2013.5965447583364
1013.2061976780465,2013.4918501398222
1013.4611572652814,2013.4675018821283
1013.1983718987218,2013.905796198542
1013.1533823171583,2014.3651724188344
1013.1943957736889,2014.160539537901
1013.153268063855,2014.4960941598874
1013.2756875927113,2014.361142911793
1012.806176428872,2014.7909571090117
1012.6047114593274,2014.959168525661
1012.8856678821637,2014.5537678007358
1013.0625598205794,2014.9445950321438
1012.7453957600982,2015.4403679379557
1012.3292165422189,2015.1326554579307
1011.9689336498872,2015.3470235781442
1011.5148044749645,2015.0391002469282
1011.0288927930745,2014.8092659891427
1011.4656539524464,2015.2172036768945
1011.7087495820712,2015.2780026385337
1011.6659404836939,2014.95720461345
1012.0636586182741,2014.971367259168
1012.1651248653077,2015.0052349641467
1011.9152376905777,2015.2371982859
1011.7536897183604,2015.3554825934707
1011.9488422729869,2015.2575070649748
1012.4203716794381,2014.895267911992
1012.7054090873279,2014.4283688025562
1012.765053449348,2014.3411338452624
1012.6063559167543,2014.7504608047614
1013.050472785309,2014.776313845298
1013.112726278536,2015.0917672766263
1013.594127298209,2015.5581841888081
1013.8165133376317,2015.1590150538862
1013.85615678036,2015.2757070558273
1013.872266967703,2015.5311360963074
1013.6374921365145,2015.2760518504276
1013.6685208382548,2015.3558646082604
1013.2617262206116,2014.9661473362698
1013.4515126392631,2015.0003634683774
1013.2913907380083,2014.6863400898949
1013.7270315095758,2014.60930664957
1013.5219019619004,2014.308208644516
1013.3318119982042,2014.243362411123
1013.060312383546,2014.1973266437371
1013.1684382805839,2014.0592383921328
1012.7289108650086,2014.267708252624
1013.2178435393347,2014.0705855385222
1013.5581154086392,2014.2572128107568
1013.231694225507,2014.5722456057752
1013.3547091809443,2014.7453734002115
1013.024234439522,2014.9996722608093
1013.3336112299367,2015.2423985319779
1013.6959640624716,2015.1879837507163
1013.558331034973,2015.5345454855249
1013.4310950790164,2015.6701004777524
1013.1516756915203,2015.7004871107117
1013.0115702262026,2015.9916357997345
1012.7797141713955,2015.810865346218
1012.8856145282138,2015.868059031493
1012.7331118530561,2015.8260321376795
1012.8976108038445,2015.6956078475214
1012.8273739234838,2015.4011186491332
1012.5880420963352,2015.3653936490339
1012.7841553123078,2015.8553791550507
1012.8178457131195,2015.5328075253274
1012.36590288721,2015.2209319620092
1012.1270086432457,2015.1539773643449
1011.9149994419577,2015.124261171546
1011.8389523596214,2015.3244918707483
1011.523869796814,2015.7164975942742
1011.1141978811439,2015.6447016786215
1011.5832786127737,2015.926974689351
1011.2998489709861,2016.2297509831542
1010.8078331978684,2016.0598975923715
1011.2635202838713,2016.3822054703362
1010.848957228204,2016.8783062948246
1010.9802379099222,2016.5422513899034
1011.2573315672497,2016.9668256990326
1011.4319263879614,2016.8922245903368
1011.1352831829558,2017.0041823395068
1011.3109120959937,2017.1762989999693
1011.3196307370307,2017.6474653210605
1011.343247897689,2017.4480842123003
1011.0340852136615,2017.0124071347684
1011.1524549392925,2016.6739318738346
1011.3265433067121,2017.1279549566445
1011.3541569926853,2017.4286661651377
1011.5478929629528,2017.7682470947104
1011.6633690075171,2017.7127080833136
1011.6006485749677,2018.1989373225372
1011.1606291761344,2018.5757354405505
1011.5393212637996,2018.6243765913914
1011.1741022282072,2018.9149106305126
1011.2335055190482,2019.3659881923763
1011.512096945828,2019.7401951565284
1011.5897788823792,2019.5489682363302
1011.9325216558276,2019.2573412577453
1011.805281162669,2018.970111237104
1011.9023496682256,2019.020457267409
1011.6384625062967,2019.4099891147066
1011.4011056781612,2019.6374067066226
1011.3945420080315,2020.0075617033488
1011.1180104313488,2019.9622791992224
1010.8898140449995,2019.537386933247
1011.0225036372814,2019.9140536430618
1010.9416605363704,2019.949090188018
1011.2694172873559,2019.8108162634298
1011.095810592097,2020.1482111474577
1010.6602017209052,2020.0314644127639
1010.6130020673052,2020.3814181409234
1010.5977539169226,2020.784193610509
1010.8865185987017,2020.8497699264653
1010.7469575653254,2020.6001006940135
1011.1407522735079,2020.6247298918502
1011.4221002542758,2020.7121363729423
1011.7657814688315,2020.6635482572947
1012.0891357034575,2020.4737415446918
1012.2370136420647,2020.7835966895966
1012.5644418036932,2021.1486973438869
1012.6746274136136,2021.6092158894535
